arrival_time,origin,destination
66514.6581685,G,B
66412.5714991,G,B
66572.6963173,1,B
66438.2544722,G,B
75644.878568,B,G
75637.0374679,B,G
75605.7820819,B,G
75684.306998,B,1
75602.5020523,B,1
75791.480789,B,1
75674.1760894,B,G
75601.9813565,B,G
75600.0278202,B,G
75600.5247526,B,G
75601.5980472,B,1
75658.1274037,B,G
75652.183395,B,G
75601.8296436,B,G
75600.9912458,B,1
75641.8416537,B,1
75651.0140658,B,1
75804.5086438,B,G
75666.642603,B,1
75606.2626156,B,1
75645.7658059,B,1
75600.233691,B,1
75622.7896835,B,G
75654.3417962,B,1
75629.6636436,B,G
53832.2481922,G,3
53507.5788128,G,3
53509.2300679,G,3
53854.6308741,G,3
53766.5076986,1,3
53848.6976208,G,3
53770.1930398,G,3
53749.0706005,1,3
53985.7660635,G,3
53696.938679,G,3
53440.3160483,G,3
53589.3258446,1,3
53348.0360592,G,3
53926.9145632,G,3
53477.0355468,G,3
53526.3086117,1,3
53703.3416493,1,3
53683.8648084,1,3
53954.891938,1,3
53789.2953527,G,3
58540.4363634,3,1
58665.0065072,3,G
58500.012416,3,G
58598.6311228,3,G
58508.0970602,3,G
58591.5794298,3,1
58941.5920989,3,G
58520.5843039,3,G
58501.6547475,3,G
58555.4045732,3,G
58525.588073,3,1
58507.5989668,3,1
58754.8892917,3,G
58534.9425081,3,G
58595.4802206,3,1
58504.3176701,3,1
58501.6229449,3,G
58506.4983003,3,1
58600.7803946,3,1
58503.8124197,3,G
42584.9798753,G,3
42986.2291807,G,3
42760.5148782,1,3
43023.1558394,G,3
43033.4364994,G,3
43076.7738386,G,3
43135.8724622,1,3
42993.8641481,G,3
42899.4177203,G,3
43019.389512,G,3
42891.9361086,1,3
42980.0048599,G,3
42960.9534878,1,3
43032.6900458,1,3
43039.4348044,G,3
43031.6003433,G,3
43104.7152612,G,3
43020.4790878,G,3
43151.4284067,1,3
43048.4364852,G,3
42823.3717766,G,3
42857.0744643,1,3
47700.7483992,3,1
47732.2558907,3,G
47709.8903284,3,G
47828.1279274,3,G
47702.9838844,3,G
47875.0262869,3,G
47763.4415447,3,G
47778.8777104,3,1
47732.0603012,3,G
47782.1569627,3,G
47728.6105277,3,1
47703.8295593,3,1
47708.565078,3,G
47862.9971358,3,1
47756.8759457,3,1
47712.3540347,3,1
47705.4302521,3,1
47701.7579731,3,G
47750.2774133,3,G
47700.6427698,3,G
47701.0429443,3,G
47768.6152686,3,G
55521.5965652,G,3
55715.3079061,G,3
55597.4738485,1,3
55569.6756435,G,3
55765.6628903,G,3
55546.6572907,G,3
55286.0404419,G,3
55328.1435029,G,3
55544.240383,1,3
55766.9535214,1,3
55527.6315098,G,3
55773.6935153,1,3
55683.2670091,1,3
55342.6043456,G,3
55718.4218653,1,3
55565.554797,G,3
55607.5925577,1,3
55607.1198086,G,3
55745.8861079,G,3
55722.5578756,G,3
55267.3818078,G,3
55526.8380454,G,3
55552.7032974,G,3
55379.5160572,G,3
55608.6201155,1,3
55466.3656231,G,3
55657.1371965,1,3
55643.2628327,1,3
55659.1362144,1,3
55730.001267,G,3
55519.07572,1,3
55222.5740537,1,3
55411.2096263,1,3
55686.7112095,G,3
55781.2950207,G,3
55422.6967933,G,3
55708.2233206,1,3
55522.8471114,G,3
55238.7522475,G,3
55472.0748344,G,3
55689.1926636,G,3
55658.322674,1,3
60314.3831183,3,1
60515.6844609,3,G
60464.4859592,3,G
60338.8199609,3,G
60429.1086821,3,1
60310.4967951,3,G
60336.8122416,3,1
60301.8157126,3,1
60317.4668484,3,G
60325.5231029,3,1
60312.2153738,3,G
60301.2177555,3,G
60339.3776054,3,G
60643.0783017,3,G
60300.4707982,3,1
60323.5392269,3,G
60300.5322496,3,G
60327.8272253,3,1
60300.86332,3,1
60391.9744327,3,G
60361.4271507,3,G
60385.5463406,3,G
60314.6287961,3,G
60496.7365428,3,1
60449.8467594,3,G
60347.4187518,3,G
60301.114104,3,G
60355.3335446,3,1
60311.9889621,3,G
60300.2745585,3,G
60300.0961922,3,G
60377.4390791,3,1
60358.2261536,3,1
60324.8073137,3,G
60302.2552444,3,G
60311.9893429,3,G
60327.9090386,3,G
60653.7083252,3,1
60313.4892003,3,G
60333.8815956,3,G
60312.8458744,3,1
60325.1832163,3,G
37307.576239,1,3
37711.1045969,G,3
37543.1535744,G,3
37759.4059133,1,3
37580.0348086,1,3
37403.4462417,1,3
37451.9430126,G,3
37521.9051648,G,3
37669.2874327,1,3
37244.7254346,G,3
37727.1083835,1,3
37440.7472328,G,3
37584.3446035,1,3
37727.2149877,G,3
37352.629368,G,3
37697.9616101,G,3
37393.5518804,1,3
37569.0989202,1,3
37536.4642357,G,3
37601.2079561,G,3
37707.9850962,G,3
37654.9103457,1,3
37655.2967524,G,3
42548.4648463,3,1
42338.9950404,3,1
42352.1998824,3,G
42330.621375,3,1
42341.7816021,3,G
42328.4109006,3,G
42301.5234007,3,G
42448.4746555,3,G
42300.0001461,3,G
42306.6993254,3,1
42300.3771391,3,1
42301.8604625,3,G
42440.8890713,3,G
42341.0184549,3,G
42380.734256,3,1
42392.2561007,3,G
42322.4261609,3,1
42377.2407961,3,G
42306.6648504,3,1
42300.9559576,3,1
42318.5836492,3,1
42394.5005398,3,G
42342.9394602,3,1
53639.509866,1,3
53748.0951602,G,3
58500.3272528,3,1
58606.5443619,3,G
64752.711468,G,3
64652.3974004,1,3
64371.8379438,G,3
64618.6727031,G,3
64307.9046409,1,3
64313.6315018,1,3
64575.6029316,G,3
64663.2008544,G,3
64768.215835,G,3
64558.0160969,G,3
75634.6096824,3,1
75610.2648131,3,G
75701.1395963,3,1
75739.6278361,3,1
75613.5675104,3,1
75831.2197519,3,G
75672.1028474,3,G
75648.169169,3,G
75640.3776631,3,1
75666.5630352,3,G
42833.5397744,G,3
42827.7534222,G,3
42875.7738942,G,3
43112.997995,G,3
43052.2262696,G,3
42848.8634747,G,3
42878.6020107,1,3
42698.5729348,G,3
42969.1727388,1,3
43149.7676735,G,3
43031.7566716,1,3
42709.2158129,G,3
42748.0544937,G,3
47744.6595977,3,G
47700.0874898,3,G
47791.1642265,3,G
47708.613247,3,1
48001.3901958,3,G
47967.2527539,3,1
47700.6894505,3,G
47701.8651685,3,1
47757.4730144,3,G
47922.7879429,3,1
47783.9454689,3,1
47700.6820056,3,G
47724.7535569,3,G
43016.6155584,G,3
42616.8524781,G,3
42980.102807,1,3
43080.6809504,G,3
47708.1497433,3,G
47701.5105587,3,G
47821.5213986,3,G
47708.3029694,3,G
28708.0366104,1,9
28607.7297996,1,9
28745.5046353,1,9
28559.05009,G,9
28775.5404097,1,9
28280.3550952,G,9
28219.9522206,G,9
28439.0268956,1,9
28647.1646842,G,9
28752.6190318,1,9
28757.8947357,G,9
28729.2742942,1,9
28746.2812262,G,9
28480.5501149,1,9
28461.2594526,1,9
28685.256045,G,9
28685.4268767,G,9
28452.7795554,1,9
28732.1280412,1,9
28637.2247773,G,9
28703.962912,1,9
28697.6553298,1,9
28566.2866767,G,9
28660.7847058,G,9
28664.5329571,G,9
28368.2400308,G,9
28696.0506697,1,9
28582.7632469,1,9
28449.0802965,G,9
28739.8959683,G,9
28638.0964132,G,9
28418.70853,G,9
28748.4758966,G,9
28318.6837233,G,9
28633.4605258,G,9
28598.0277845,G,9
28640.173585,1,9
28688.663076,G,9
28034.8076856,G,9
28737.8261055,G,9
28666.4973329,G,9
28626.6206647,G,9
28671.9530091,G,9
28596.3775468,G,9
28657.1637902,1,9
28521.1532975,1,9
28652.3155275,G,9
28657.6256768,G,9
28200.9397181,1,9
28748.516904,G,9
28602.4485044,G,9
28609.8986706,G,9
28584.4130582,G,9
28653.1483124,1,9
28579.3501389,1,9
28719.9400213,G,9
28686.8078335,1,9
28745.0912061,G,9
28599.8276454,1,9
28677.3682494,1,9
28489.9517869,G,9
28450.6461925,1,9
28532.3153773,1,9
35429.6887918,9,G
35485.6318216,9,G
35404.9123499,9,G
35408.3879286,9,1
35410.6598142,9,G
35433.5642474,9,G
35400.4417335,9,G
35418.0942501,9,G
35412.5188981,9,1
35428.738721,9,G
35464.8309599,9,1
35437.1186945,9,G
35801.8723301,9,G
35439.8594514,9,1
35416.8047672,9,1
35518.2298005,9,1
35440.966156,9,1
35415.763181,9,1
35501.5746663,9,G
35434.6841462,9,G
35439.5632347,9,1
35402.1426473,9,1
35400.2426103,9,G
35403.5905112,9,1
35510.5164579,9,G
35401.5151411,9,1
35420.5469793,9,G
35409.1329109,9,G
35421.7599419,9,G
35404.7706769,9,G
35519.5228063,9,1
35412.4022603,9,G
35418.9334343,9,G
35400.9903515,9,1
35481.4358175,9,G
35548.2827784,9,G
35558.6544592,9,G
35404.4659172,9,1
35427.6812835,9,G
35574.7368743,9,G
35414.290492,9,G
35414.2078717,9,G
35400.2818258,9,1
35507.3831546,9,G
35400.1151932,9,1
35400.0924775,9,G
35521.415871,9,1
35405.0003009,9,1
35404.7301488,9,G
35454.9679175,9,1
35489.3459175,9,G
35488.2187363,9,G
35515.7489875,9,1
35451.1237733,9,1
35587.1918326,9,1
35433.7768552,9,G
35406.8645238,9,G
35480.7002518,9,G
35411.1859645,9,G
35465.5211527,9,1
35471.5658298,9,G
35501.5980854,9,1
35406.2825989,9,1
28551.2215909,G,9
28704.192136,1,9
28508.6345019,1,9
28495.0195202,1,9
28609.0502528,G,9
28717.3734181,G,9
28442.0845714,G,9
28734.0043949,1,9
28277.627292,G,9
28552.6562076,G,9
28654.9140651,G,9
28746.6093964,G,9
28508.1004359,G,9
28553.6003399,1,9
28645.4765793,1,9
28710.585711,1,9
28529.9748594,1,9
28631.286957,G,9
28259.2857704,G,9
28423.1313767,1,9
28507.0555079,G,9
28692.5890432,G,9
28076.276086,G,9
28627.9484295,1,9
28056.8248668,G,9
28594.513341,G,9
28678.8787531,G,9
28586.9453003,1,9
28542.9151897,1,9
28543.456975,1,9
28746.2405321,G,9
28437.5750901,G,9
28417.5412589,1,9
28449.3932557,1,9
28609.100156,G,9
28637.3598003,G,9
28747.4847767,G,9
28740.4870294,G,9
28604.2228652,1,9
28482.7343011,G,9
28708.5366999,1,9
28586.1769027,G,9
28749.3828647,G,9
28646.6550393,1,9
28575.4224068,G,9
28521.2731218,G,9
28639.3367467,1,9
28629.5702923,1,9
28417.6783373,1,9
28250.4071881,G,9
28355.9631669,G,9
28567.9138633,G,9
28730.4288027,G,9
28570.5564789,G,9
28269.3591287,G,9
28636.8788722,G,9
28586.0699598,1,9
28711.8240743,G,9
28336.4114458,G,9
28735.655304,G,9
28589.0474958,1,9
28661.6795187,1,9
28462.0503186,G,9
35446.120818,9,G
35404.1611634,9,1
35477.7788685,9,1
35402.8160457,9,1
35400.9435918,9,G
35401.7426865,9,G
35605.8573441,9,G
35414.9986159,9,G
35558.6335361,9,G
35462.1103767,9,G
35511.0623525,9,G
35418.5162438,9,G
35400.9052996,9,1
35403.4806551,9,1
35400.0011279,9,G
35400.013789,9,1
35644.0843269,9,1
35989.805163,9,G
35407.1615642,9,G
35432.9520543,9,1
35417.6128476,9,1
35533.0056427,9,1
35405.4186465,9,G
35443.5449644,9,G
35405.1517564,9,1
35443.074751,9,G
35400.0281973,9,1
35520.5382345,9,1
35474.1410679,9,G
35400.0801695,9,1
35573.5384513,9,G
35405.2688897,9,G
35403.902631,9,G
35605.799277,9,1
35491.4875678,9,G
35492.6704878,9,G
35417.8752895,9,G
35409.806138,9,G
35400.0144509,9,G
35450.7774605,9,1
35449.7706449,9,G
35409.8151645,9,G
35434.9719628,9,1
35400.0002011,9,G
35417.135798,9,G
35490.0040062,9,G
35413.5904481,9,1
35422.9407721,9,G
35458.7970419,9,G
35410.2282251,9,G
35489.3374719,9,1
35445.0711438,9,G
35400.8228038,9,G
35427.2254364,9,1
35464.3021004,9,G
35435.5755882,9,G
35513.2293267,9,1
35416.0965978,9,1
35549.6006865,9,G
35478.9585844,9,G
35474.3897326,9,G
35408.9546457,9,1
35402.8025751,9,G
28525.6463747,G,3
28583.2852705,G,3
28594.8359948,G,3
28474.991748,1,3
28692.7955872,G,3
28710.5882777,G,3
28292.3032151,1,3
28576.5204567,1,3
28538.9946418,G,3
28128.6669181,G,3
28708.3250532,G,3
28714.2914057,G,3
28388.000969,G,3
28639.9552809,1,3
28567.4808249,G,3
28446.2493245,G,3
27694.1627491,G,3
28469.4812603,G,3
28727.9710355,G,3
28726.4052599,G,3
28727.6353429,G,3
28606.8858007,1,3
28632.2718707,1,3
28743.9644665,G,3
28272.5070618,1,3
28706.4104563,1,3
28444.8674168,G,3
28708.3259702,1,3
28767.0191707,G,3
28754.285005,1,3
28413.587163,G,3
28408.9928543,G,3
28406.0215142,G,3
28702.5502994,G,3
28624.0493655,G,3
28386.5883917,1,3
28763.2823879,1,3
28472.7663201,1,3
28327.4548137,G,3
28513.9258519,1,3
28721.7311284,1,3
28700.3740563,G,3
28416.7055859,G,3
28499.5022006,1,3
28711.5791885,G,3
28524.6672096,G,3
28272.4187718,1,3
28637.3155772,1,3
28238.397662,G,3
28704.8723738,G,3
28638.2088559,G,3
28650.3111683,G,3
28764.0143755,G,3
28609.8590663,1,3
28382.0902427,G,3
28461.3594053,G,3
28644.9118441,1,3
28527.5748304,G,3
28506.005082,1,3
28743.1392183,G,3
28757.0461447,G,3
35400.8638314,3,G
35406.2065197,3,1
35407.538307,3,G
35413.6402109,3,1
35453.2480159,3,1
35467.6044859,3,G
35418.2732215,3,G
35400.3275418,3,G
35436.8055876,3,1
35444.4952256,3,G
35665.5016944,3,G
35425.7073767,3,G
35404.0259522,3,G
35513.1784693,3,G
35610.9723261,3,1
35414.5911871,3,G
35407.1467086,3,G
35518.590553,3,G
35413.9711163,3,1
35420.6588369,3,G
35402.9196796,3,G
35457.0408702,3,G
35400.0263944,3,G
35407.302262,3,G
35415.7817146,3,G
35429.029708,3,1
35647.4431331,3,G
35404.4075409,3,G
35403.3898436,3,1
35404.6718755,3,G
35582.4083896,3,G
35413.1115116,3,1
35418.6322891,3,1
35470.3901957,3,1
35407.0417146,3,G
35400.0941889,3,G
35588.5592726,3,G
35683.2525056,3,1
35429.0246432,3,G
35407.1554483,3,G
35404.0894493,3,G
35482.6536369,3,G
35400.4162131,3,1
35401.7901,3,G
35673.4813234,3,G
35492.8787192,3,1
35439.3026697,3,G
35421.9682724,3,1
35410.1079203,3,G
35405.7112742,3,G
35413.848352,3,1
35402.6369903,3,G
35452.7638632,3,G
35469.6964174,3,1
35400.7920247,3,G
35405.2595341,3,1
35430.9156948,3,G
35402.2912557,3,G
35577.2592591,3,1
35429.699585,3,G
35483.4799848,3,1
49946.6426722,1,9
50236.3175909,G,9
50174.8384665,G,9
49871.5517594,G,9
50235.0654054,G,9
49894.0142123,G,9
50207.3524288,G,9
50342.9263764,G,9
50249.2388547,G,9
50180.8706712,1,9
50351.7151524,G,9
50328.8910515,1,9
50197.7460111,1,9
50106.2058885,1,9
50196.8778791,G,9
50141.035524,1,9
50233.4381779,G,9
50261.1179855,1,9
50166.2892899,1,9
50327.5602419,G,9
50301.5092446,G,9
50388.7144628,G,9
50169.1377853,1,9
50340.4399631,G,9
49799.4075696,G,9
50188.4254639,G,9
49997.2112898,G,9
50316.9499473,1,9
50355.387889,G,9
50243.1089994,G,9
50205.1085989,G,9
49999.6045599,G,9
50326.9656593,G,9
50278.7272618,G,9
50053.6733282,G,9
50290.147709,G,9
50226.4221834,G,9
50183.7117842,G,9
50002.0409551,G,9
50025.1289445,1,9
50240.3002172,1,9
50098.6137153,1,9
50186.3787352,1,9
50037.1768774,G,9
50331.6521498,1,9
50062.6370655,G,9
50235.7649398,G,9
50359.1604211,G,9
50269.9107598,G,9
49767.2440437,G,9
50358.0100788,G,9
50225.0860903,1,9
50338.359483,1,9
50360.4920532,1,9
50133.951132,1,9
50013.3385978,1,9
50224.6708926,1,9
50384.291351,G,9
50247.7244587,1,9
50016.0788313,G,9
50143.7988418,1,9
50106.9719041,G,9
50094.322563,G,9
49910.4609426,G,9
50121.6592854,1,9
53405.545327,9,G
53402.5845657,9,G
53438.9845348,9,1
53482.6120047,9,G
53747.081634,9,1
53400.2647373,9,G
53417.5193968,9,G
53406.0435215,9,G
53417.899583,9,G
53491.4355572,9,1
53518.9230678,9,1
53538.1339717,9,G
53411.3053568,9,1
53400.0149406,9,1
53439.6590392,9,G
53436.5100872,9,1
53400.9312792,9,G
53413.5639287,9,1
53408.9075,9,G
53430.0188678,9,G
53482.802651,9,1
53404.0170676,9,1
53430.2902547,9,G
53546.9933389,9,G
53401.0959298,9,1
53403.7164535,9,1
53686.9461427,9,G
53520.8096737,9,G
53402.7811104,9,1
53495.8774677,9,1
53423.1721028,9,G
53405.6146585,9,G
53550.0432472,9,G
53440.3035789,9,1
53690.9837317,9,G
53442.9808137,9,G
53451.2923307,9,G
53400.2442063,9,G
53400.0088788,9,G
53472.0841595,9,G
53401.2125921,9,1
53593.4742035,9,G
53401.668022,9,1
53491.0886974,9,1
53400.828794,9,1
53438.7375838,9,G
54036.0691939,9,1
53460.6534638,9,1
53696.7042278,9,G
53509.3915305,9,G
53492.5072747,9,G
53766.0047003,9,G
53409.0112996,9,G
53521.003291,9,1
53400.0762184,9,G
53522.0616541,9,1
53401.9893502,9,1
53456.5195013,9,G
53400.308054,9,G
53572.3582912,9,1
53607.8789539,9,G
53401.8476472,9,G
53524.7048382,9,G
53423.8386402,9,1
53712.5597958,9,G
50249.0727774,G,9
50179.7049018,G,9
49749.7292007,G,9
50195.2549802,G,9
50112.6984674,1,9
50110.4352851,1,9
50371.9516316,1,9
50217.2796317,1,9
50242.5831503,1,9
50026.3434816,1,9
50312.2760203,G,9
50216.9040297,G,9
50062.6638124,G,9
49903.4222231,G,9
50069.8643977,1,9
50076.1622695,G,9
49878.5991622,1,9
49994.3478193,G,9
50064.2296056,1,9
50216.3902683,G,9
50165.2047078,G,9
50387.4650453,1,9
50031.6472507,1,9
49866.1011097,1,9
49967.737751,G,9
50243.1400652,1,9
50371.7000285,G,9
50341.2427218,G,9
49880.0446144,G,9
50071.0679753,G,9
50234.0879871,1,9
50135.2865121,G,9
50188.7866778,G,9
50196.046604,G,9
50026.0972945,G,9
50261.0530601,G,9
49688.0941536,1,9
50335.5347501,G,9
49804.7141441,G,9
50204.9604953,G,9
50089.6369707,1,9
50068.3979217,G,9
50009.9253559,1,9
49436.5303892,G,9
50217.9369957,1,9
50335.4803075,G,9
50088.327732,G,9
50290.6942756,1,9
50185.8246664,1,9
50352.104787,G,9
50205.9634774,G,9
50152.9934781,1,9
50201.1342095,G,9
50204.9343905,1,9
50250.2425864,G,9
49945.6263403,1,9
50194.9244833,1,9
50173.5245986,1,9
50228.5693939,1,9
50125.8444318,G,9
50257.7485131,G,9
49889.0840618,1,9
50237.7347852,G,9
50020.9970792,1,9
50354.6582638,1,9
53400.0091065,9,G
53400.7343507,9,G
53468.5891556,9,G
53527.5888384,9,1
53401.9265069,9,1
53564.7216427,9,G
53407.2051693,9,1
53431.5626263,9,1
53544.7648595,9,1
53428.9192788,9,G
53491.8014973,9,1
53410.0284876,9,G
53400.4663318,9,1
53400.9815295,9,1
53451.2200511,9,G
53473.8305337,9,1
53522.5722777,9,G
53400.0101845,9,1
53433.5281539,9,1
53405.8044065,9,G
53408.3405646,9,1
53498.4642171,9,G
53409.281751,9,G
53400.0000024,9,G
53466.3808796,9,G
53401.3774153,9,1
53418.2625286,9,1
53411.8959823,9,G
53453.3702424,9,G
53402.545254,9,1
53400.3969918,9,G
53415.6061015,9,G
53426.5889643,9,1
53407.3506891,9,G
53402.1511128,9,G
53559.9120879,9,G
53501.8957876,9,G
53528.5952649,9,G
53424.828938,9,G
53400.2658372,9,G
53412.1355969,9,G
53444.7808923,9,G
53428.5236538,9,G
53567.6966223,9,1
53400.0783423,9,1
53657.2364198,9,G
53404.7947181,9,G
53407.7618608,9,G
53432.139271,9,G
53428.581591,9,1
53427.8900584,9,G
53541.3791274,9,1
53412.4025387,9,1
53426.9333791,9,G
53618.1483855,9,G
53404.9681554,9,1
53493.9285942,9,1
53401.0384348,9,G
53600.3571189,9,G
53404.6173085,9,1
53470.915463,9,G
53419.9986272,9,G
53613.1862376,9,G
53426.8995622,9,G
53458.3799418,9,1
53608.2153594,G,9
53755.9391711,G,9
53803.0677537,1,9
53956.572725,1,9
53864.4139527,G,9
53750.1764367,1,9
53639.4298494,1,9
53666.0272148,1,9
53762.9206796,1,9
53783.6952491,G,9
53790.2919311,1,9
53937.8710806,G,9
53720.7054079,1,9
53784.8683558,G,9
53635.1457618,G,9
53661.7408564,G,9
53963.6676127,G,9
53745.8527413,1,9
53669.6333445,G,9
53767.1917486,G,9
53819.5323807,1,9
53573.1907315,G,9
53629.953583,G,9
53770.1137759,G,9
53860.1635997,1,9
53912.4422457,G,9
53857.0038654,G,9
53665.8854542,G,9
53446.6018729,G,9
53777.0613413,G,9
53775.4904941,G,9
53769.3269006,G,9
53692.717755,G,9
53966.5332163,G,9
53851.0020694,G,9
53562.6909089,1,9
53705.6687789,G,9
53312.048852,1,9
53803.0401512,G,9
53791.9658967,1,9
53910.8782311,G,9
53688.4210174,1,9
53818.4431193,G,9
53812.1368592,1,9
53850.5499477,G,9
53773.8996437,G,9
53709.2048461,G,9
53848.2470957,1,9
53800.6561875,1,9
53067.4835564,G,9
53834.8956732,1,9
53698.8657194,1,9
53842.8944146,G,9
53840.5218638,G,9
53338.1474653,G,9
53434.1623339,1,9
53684.8353259,1,9
57003.4579606,9,1
57003.1670878,9,G
57067.4441348,9,G
57015.9812631,9,G
57090.0173765,9,G
57211.975427,9,G
57072.7123735,9,G
57018.845909,9,G
57094.6166005,9,1
57018.0081083,9,1
57002.5831827,9,1
57131.2781328,9,G
57156.3563599,9,1
57036.2294859,9,G
57000.0962558,9,G
57361.8792324,9,1
57180.4254654,9,G
57000.0213218,9,G
57038.6969923,9,1
57016.5406414,9,G
57000.3603291,9,G
57011.6284589,9,G
57011.9452098,9,G
57193.1859225,9,G
57017.2378531,9,G
57000.8886903,9,G
57018.3870815,9,G
57028.4722514,9,1
57059.0406036,9,G
57040.2374968,9,G
57067.992615,9,G
57064.6359047,9,G
57000.0077277,9,G
57000.0841372,9,G
57001.9586679,9,G
57006.9654069,9,1
57137.4277112,9,G
57061.0035839,9,G
57076.4926114,9,1
57051.2082631,9,G
57078.9194798,9,1
57045.3067689,9,1
57013.4074493,9,G
57062.247391,9,G
57050.5723066,9,1
57005.3543988,9,G
57107.265995,9,G
57016.2857643,9,1
57011.572701,9,G
57001.2549519,9,1
57068.5063335,9,G
57161.2059393,9,G
57048.2533215,9,G
57004.6088413,9,1
57000.0000067,9,G
57016.1862915,9,G
57055.0457511,9,1
