arrival_time,origin,destination
40502.5428199,3,G
40505.176138,3,G
40500.6806288,3,G
40865.0773841,3,1
40500.4241885,3,G
40501.2305772,3,G
40609.2911619,3,G
40732.9203775,3,G
40510.5219537,3,G
40504.7446643,3,G
40958.570609,3,1
40507.6523666,3,G
40564.788842,3,G
66366.7234449,G,B
66335.4652846,G,B
66090.4004304,1,B
66063.1849447,1,B
66487.6810683,G,B
66358.5503715,1,B
66463.9224179,G,B
66476.2578053,1,B
66163.4042544,G,B
66434.5879709,G,B
66592.5682677,1,B
66232.0255147,1,B
66329.9196494,G,B
66524.7804127,G,B
66358.8892827,G,B
75603.4577812,B,1
75752.4026502,B,1
75600.9506186,B,G
75606.9522628,B,G
75601.2770354,B,G
75600.0779081,B,G
75633.8626016,B,G
75792.7193773,B,1
75663.7654014,B,G
75672.6315597,B,G
75869.603133,B,1
75608.6387548,B,G
75634.9899598,B,G
75611.6395671,B,1
75679.3250802,B,G
32279.7900485,G,3
32330.8506561,G,3
31962.8751969,G,3
32290.0868029,G,3
32242.5448459,G,3
32187.6582987,G,3
32018.1277598,G,3
32359.2191847,G,3
32091.6813153,1,3
31858.5950883,1,3
32311.7851042,G,3
32348.128211,G,3
32025.6318132,G,3
32328.7407201,1,3
32284.3171092,G,3
31868.3496766,G,3
32206.0236288,G,3
32271.9867483,1,3
32036.8375318,G,3
32379.4879569,1,3
32039.1275275,G,3
32126.2334688,G,3
32018.784531,G,3
32049.4325353,1,3
31922.8185682,G,3
32361.6889482,G,3
32179.1011714,1,3
37182.6566988,3,1
37055.1110069,3,1
37108.3856296,3,1
36902.0034742,3,G
36926.4840048,3,1
37067.0384207,3,1
36906.1152318,3,G
36915.354816,3,G
37138.3758036,3,G
36921.087195,3,G
36938.2526666,3,G
36900.1127084,3,1
36951.9976207,3,G
36900.0094058,3,1
36904.5854048,3,G
37187.2974357,3,G
36900.199221,3,1
37061.6013479,3,1
36941.1183501,3,1
36989.1611996,3,G
36901.6231452,3,G
36900.0047196,3,1
36925.3536789,3,G
37146.3439022,3,G
36952.1639074,3,G
36930.2087588,3,1
36913.944148,3,G
53929.0764554,G,3
53658.0079929,1,3
53463.8532436,G,3
53558.3002041,G,3
53596.3540638,1,3
53964.1774669,G,3
53824.1657134,1,3
53825.2920722,G,3
53503.001018,1,3
53813.6984999,G,3
53513.8586725,1,3
53808.5457914,G,3
53986.8745407,G,3
53898.4308333,G,3
53601.2639877,G,3
53505.3667011,1,3
53969.0299531,1,3
53883.6243264,1,3
53766.9284278,1,3
53704.7587373,G,3
58525.0783303,3,G
58502.9471831,3,G
58509.6998075,3,G
58536.5252639,3,G
58568.2567285,3,G
58559.4710732,3,1
58503.6025087,3,1
58503.5735806,3,G
58508.0594349,3,G
58502.028441,3,G
58553.7518388,3,G
58575.8193936,3,1
58926.3839783,3,G
58544.1052721,3,G
58542.5298353,3,G
58500.9835475,3,G
58583.1782804,3,G
58589.4962202,3,G
58560.5929495,3,1
58509.0818823,3,1
40974.776011,G,3
41304.605925,1,3
41012.131072,1,3
41252.11639,1,3
41208.8253485,G,3
41285.4079623,1,3
40941.8045178,G,3
41052.4254209,1,3
41025.4662481,G,3
41196.1030746,1,3
40846.9134532,1,3
41322.8778348,1,3
41109.9176031,1,3
41350.4570672,G,3
41346.8977346,1,3
41290.6473108,1,3
41199.25698,G,3
41221.5773679,1,3
41214.8164603,1,3
41337.6842395,1,3
40561.6002753,1,3
41209.0393509,1,3
40892.3346901,1,3
41189.4309993,G,3
41305.1771917,G,3
41249.4935983,G,3
41020.0532509,1,3
41383.2701924,G,3
40936.3532319,1,3
41114.1116445,G,3
41040.0154981,1,3
41307.5616606,G,3
41369.8152829,G,3
41044.5957237,1,3
41003.2671292,1,3
41315.1655166,G,3
41199.1429407,1,3
41142.2755076,1,3
41158.8535591,1,3
41146.7440147,1,3
41350.1566262,G,3
41151.8829186,G,3
41221.6018483,1,3
41258.4733302,G,3
40509.9907032,1,3
45904.6541892,3,1
45913.7781456,3,G
46050.7564106,3,G
45907.3491661,3,G
45912.1966781,3,G
46085.9771204,3,1
45956.720669,3,G
46120.0207876,3,1
45979.9180598,3,G
45942.2805848,3,G
45941.4868945,3,1
45936.8739811,3,G
46003.3327895,3,G
45906.3672831,3,G
45900.630511,3,1
45934.7628981,3,1
45901.1758952,3,1
45933.251858,3,1
45920.5991878,3,1
45900.3866031,3,G
45916.1710372,3,G
45903.2293353,3,G
45902.1345997,3,G
45925.1603876,3,G
45912.9384199,3,1
45938.5219012,3,1
45903.5424608,3,G
45937.6566764,3,G
45924.6995145,3,G
45912.8761808,3,1
45911.4906292,3,G
46043.8121546,3,1
45917.0859095,3,G
45903.8164838,3,1
46033.2533206,3,G
45908.48526,3,G
45914.3182277,3,G
46353.2502341,3,G
46219.0927721,3,G
46047.8321496,3,1
45966.6863865,3,G
45968.096944,3,G
45913.1074051,3,1
45965.7788004,3,1
46058.329732,3,G
64652.0667808,1,3
64764.5914226,1,3
64352.1600929,G,3
64416.8372357,G,3
64471.6532226,1,3
64784.9862207,1,3
64698.7689309,1,3
64575.4993387,G,3
64582.2686764,G,3
64680.1699963,1,3
64516.9697861,G,3
64718.1362145,G,3
64579.2393997,G,3
64654.2291221,G,3
64777.5614886,1,3
64529.4075442,1,3
64752.1392139,1,3
64396.4279188,1,3
75618.3352387,3,G
75645.6557695,3,G
75608.3699504,3,G
75651.3233851,3,G
75760.2447802,3,G
75664.3821692,3,1
75621.540757,3,G
75653.2283983,3,G
75604.3215929,3,G
75902.6257859,3,1
75609.2703339,3,G
75611.5344382,3,1
75613.9607876,3,G
75658.9641221,3,G
75604.559074,3,1
75762.9431692,3,G
75610.0460532,3,G
75608.7856305,3,1
59032.084817,1,3
62872.8082649,3,1
28619.057385,1,3
28763.913799,1,3
28518.465047,G,3
28652.0111205,G,3
28525.8562506,1,3
28555.1957388,G,3
28564.9323521,1,3
28606.4734639,1,3
28426.6944699,G,3
28647.4253056,G,3
28335.598412,G,3
28612.9426299,1,3
28665.1465024,1,3
28777.7391458,G,3
28634.795948,G,3
28636.743076,1,3
28464.2980545,G,3
28709.1230904,1,3
28379.8032841,1,3
28733.14468,1,3
28642.4841474,1,3
28429.0164048,G,3
28540.0316893,1,3
28515.1135078,1,3
28382.4299058,G,3
28503.0546037,G,3
28534.2668409,1,3
28644.5806206,G,3
28559.4055713,1,3
28710.9767876,1,3
28630.3863374,G,3
28571.8534895,G,3
28390.8758436,1,3
28497.3436259,1,3
28689.3802122,G,3
28621.3951867,1,3
28692.6291078,1,3
28704.3757888,1,3
28466.1962233,G,3
28629.6913471,G,3
28704.4659977,G,3
28660.9292843,G,3
28602.7436117,1,3
28197.7784694,G,3
28528.8680237,G,3
28530.8344256,1,3
28403.1519207,G,3
28465.663966,G,3
28701.0727773,1,3
28717.2806076,1,3
28629.5316612,G,3
28280.7477974,G,3
28601.164382,G,3
28740.4216544,G,3
28364.7289893,G,3
28567.1979685,1,3
28739.0423379,1,3
28756.2829305,G,3
28718.6971131,G,3
28603.3832594,1,3
28680.7070945,G,3
35405.7471381,3,G
35426.6648536,3,G
35414.0866523,3,1
35520.2002333,3,1
35421.4770887,3,1
35438.7974929,3,1
35504.5071155,3,G
35402.9821709,3,G
35407.6611704,3,1
35570.394314,3,1
35400.0436179,3,G
35497.5261492,3,1
35409.8546675,3,1
35402.0120859,3,G
35412.9673775,3,G
35465.8846532,3,1
35402.9047922,3,G
35639.4574077,3,1
35409.3995499,3,G
35416.6723796,3,1
35400.086701,3,G
35401.7800515,3,G
35459.3401102,3,G
35512.6720595,3,G
35478.1973351,3,G
35402.6556105,3,G
35459.6331371,3,G
35423.0508482,3,1
35405.7569478,3,1
35404.9880884,3,G
35522.9386219,3,G
35430.6355147,3,G
35409.1262542,3,G
35415.8495223,3,1
35444.0890232,3,1
35416.5190185,3,1
35401.1866882,3,1
35419.3636562,3,G
35400.8268499,3,1
35422.8229336,3,G
35410.2604514,3,G
35400.2253181,3,1
35787.5367572,3,1
35613.788574,3,1
35462.1174053,3,1
35464.5260209,3,G
35693.9589973,3,1
35415.7996822,3,G
35451.86882,3,G
35400.6806816,3,G
35412.818983,3,1
35410.0256557,3,1
35405.1739311,3,G
35453.1712245,3,G
35441.1433888,3,G
35629.6098941,3,1
35430.5076231,3,G
35465.8216345,3,G
35436.6736898,3,1
35722.8447051,3,G
35457.6459031,3,G
28441.402816,G,9
28778.0904056,G,9
28719.9830711,G,9
28670.7410691,G,9
28691.1819238,1,9
28697.9603544,1,9
28684.6157677,1,9
28299.22484,G,9
28494.0325055,G,9
28674.4069897,1,9
28415.571109,1,9
28579.8500509,1,9
28507.5146154,G,9
28499.5262292,G,9
28715.7883819,G,9
28565.9039643,G,9
28291.3237662,1,9
28746.4477974,G,9
28707.0121512,G,9
28210.5496671,G,9
28678.0547077,1,9
28658.6897202,G,9
28705.6148682,G,9
28423.3420275,G,9
28537.2868193,G,9
28641.3434018,1,9
28730.8454094,1,9
28705.5506835,1,9
28583.4011098,1,9
28091.9398638,1,9
28447.9073859,1,9
28680.5526729,1,9
28590.4154842,G,9
28672.2169202,G,9
28662.1199223,G,9
28559.1322042,1,9
28712.749055,G,9
28581.3667946,1,9
28435.6007705,1,9
28757.6274373,G,9
28740.3752919,1,9
28319.5513386,1,9
28288.310025,1,9
28713.768886,G,9
28577.4728428,1,9
28372.7169511,1,9
28593.570608,G,9
28552.880881,1,9
28553.8157134,G,9
28371.6405864,G,9
28585.4206713,1,9
28685.1267635,G,9
28759.2670923,G,9
28442.2205463,1,9
28558.8862037,1,9
28580.2709989,1,9
28778.8274265,1,9
28654.4206632,1,9
28746.0654149,G,9
28391.0961928,G,9
28700.2152731,1,9
28567.4662832,G,9
28351.2297003,G,9
35566.708511,9,1
35527.8378398,9,1
35404.1584171,9,G
35402.8462481,9,G
35400.1101556,9,G
35517.2483514,9,G
35403.6630067,9,G
35561.9893154,9,1
35732.8129715,9,G
35421.8850733,9,G
35400.129514,9,1
35404.9427411,9,G
35452.6686727,9,1
35403.1910158,9,G
35407.752447,9,G
35401.8445043,9,G
35424.0108867,9,G
35427.6803974,9,G
35472.8320443,9,G
35416.3215144,9,G
35407.2645338,9,G
35548.9738331,9,1
35467.4968864,9,G
35882.7674199,9,1
35504.6036566,9,G
35466.224772,9,G
35400.1663505,9,1
35427.3654384,9,1
35460.3997351,9,G
35400.5309043,9,1
35488.0220046,9,G
35415.9854595,9,1
35430.3365221,9,G
35486.9354982,9,G
35414.6360703,9,1
35469.1588246,9,G
35400.0097379,9,G
35410.5200971,9,G
35404.615271,9,G
35425.023048,9,G
35526.5525103,9,G
35530.721378,9,1
35592.7383029,9,G
35402.3127776,9,G
35490.8717537,9,1
35473.0731924,9,G
35400.0692023,9,G
35444.1987052,9,G
35441.7487647,9,G
35423.0911263,9,G
35401.2358672,9,1
35405.4694832,9,1
35423.8175042,9,1
35422.300689,9,G
35413.4756637,9,G
35486.8919488,9,1
35415.7522933,9,G
35476.1001597,9,G
35469.5111548,9,G
35452.6853351,9,1
35420.1345023,9,1
35418.3237886,9,1
35412.1763175,9,1
28287.1130304,G,9
28667.1177859,G,9
28740.9264401,G,9
28385.4540514,G,9
28770.7892731,G,9
28702.1800888,1,9
28515.6526113,1,9
28651.6674173,1,9
28388.8456772,G,9
28786.8125113,G,9
28642.921605,1,9
28409.1254973,G,9
28696.688439,G,9
28254.5588787,G,9
28658.0098196,1,9
28565.4534785,1,9
28746.4842252,G,9
28729.2988865,G,9
28517.1891002,G,9
28535.0209479,G,9
28556.0486673,1,9
28724.7649682,G,9
28654.1144371,G,9
28720.2350749,G,9
28450.8098895,G,9
28265.5005788,1,9
28728.2474769,G,9
28610.9473561,1,9
28741.8898627,1,9
28604.6379461,1,9
28131.5500777,G,9
28617.0701665,G,9
28652.9384292,1,9
28691.4900894,G,9
28742.1504281,G,9
28590.5681461,1,9
28482.2946718,1,9
28547.908255,1,9
28603.2630157,1,9
28709.7678692,G,9
28585.8903269,G,9
28658.9149726,1,9
28347.4523448,1,9
28471.0322258,G,9
28206.7269531,G,9
28756.7858381,1,9
28617.1891532,G,9
28324.1679254,1,9
28684.7456071,G,9
28757.8531762,G,9
28631.4111776,G,9
28724.6557922,G,9
28667.1047042,G,9
28196.0201352,1,9
28476.6130461,G,9
28332.1829965,1,9
28685.2405202,G,9
28237.7979134,G,9
28557.8416395,G,9
28503.6036733,G,9
28189.9805137,1,9
28571.8743712,G,9
28616.1872216,G,9
35434.8755551,9,1
35427.2086067,9,G
35422.9629089,9,G
35575.8236954,9,1
35737.9356091,9,1
35401.3784601,9,1
35463.7561125,9,G
35402.397484,9,1
35608.4836002,9,1
35505.7816096,9,G
35460.6170902,9,1
35406.4379543,9,1
35419.1451526,9,G
35430.202202,9,1
35459.6955831,9,G
35461.3192771,9,G
35418.7498578,9,G
35409.6388175,9,G
35471.6675053,9,1
35403.6842532,9,1
35438.9170604,9,G
35458.6833107,9,G
35440.1016389,9,G
35451.231122,9,G
35488.8394242,9,G
35407.4292828,9,1
35432.6438279,9,G
35407.5483559,9,G
35415.0631722,9,G
35446.0155514,9,1
35410.1273748,9,G
35540.1537932,9,G
35420.4701753,9,G
35435.8654773,9,G
35429.4513077,9,G
35400.115379,9,1
35483.1061346,9,1
35442.7399157,9,G
35530.3435465,9,G
35462.2435065,9,1
35432.6148214,9,G
35435.759352,9,G
35461.9798688,9,G
35412.3873635,9,G
35433.0182053,9,G
35401.8725117,9,1
35411.5436493,9,G
35490.8808799,9,G
35401.9907672,9,G
35401.7203697,9,G
35545.4284952,9,G
35462.7844463,9,G
35403.5932131,9,G
35412.4567218,9,G
35443.2322475,9,G
35400.4258426,9,G
35528.0927641,9,G
35406.574113,9,G
35432.9856513,9,1
35468.2919536,9,G
35464.8683731,9,1
35400.561795,9,G
35400.1210358,9,1
35845.3848921,G,3
35883.7916742,G,3
35762.8551347,1,3
35753.1166512,G,3
35888.4419578,G,3
35734.7502493,1,3
35759.4541117,1,3
35875.2538011,G,3
35807.5994164,G,3
35869.7574176,G,3
35914.8079651,G,3
35786.3020911,G,3
35912.9419628,G,3
35861.6223026,1,3
35369.5031471,G,3
35688.2773985,G,3
35916.7893547,1,3
35975.8564658,G,3
35628.4955736,1,3
35934.6720629,1,3
35891.125435,G,3
35511.9462959,G,3
35813.3880001,G,3
35858.4519058,G,3
35827.9979161,1,3
35683.537271,1,3
35648.079542,G,3
35885.5397489,G,3
35834.7367657,1,3
35763.6696302,G,3
35759.9651465,G,3
35699.4701399,1,3
35905.4310664,G,3
35732.601586,G,3
35634.7174817,G,3
35806.8940697,G,3
35445.8982772,1,3
35608.8653974,G,3
35847.827784,1,3
35410.3668453,G,3
35787.5924068,G,3
35830.461946,G,3
35767.7885094,1,3
35890.4713992,1,3
35700.5219255,1,3
35809.6993569,1,3
35535.270401,G,3
35691.8630413,1,3
35790.2461195,1,3
35435.0345905,G,3
35907.5878268,1,3
35819.8863237,G,3
35804.8256421,G,3
35896.8628007,G,3
35798.8902052,G,3
35809.831059,G,3
35649.304483,1,3
35941.0057697,1,3
42715.9820861,3,G
42615.3081077,3,1
42660.6858643,3,1
42637.2788225,3,G
42659.9374082,3,G
42607.6481993,3,1
42680.8351885,3,G
42602.8554457,3,G
42605.9944843,3,1
42604.3014707,3,G
42687.5256907,3,G
42613.0856875,3,1
42757.0631134,3,1
42602.4341249,3,1
42610.5206744,3,1
42600.5753632,3,G
42630.4857609,3,G
42601.0290001,3,1
42633.2331948,3,1
42609.9451433,3,G
42603.2998067,3,G
42603.1804551,3,G
42603.8268826,3,G
42605.186016,3,G
42720.713986,3,G
42618.6113528,3,1
42614.8371908,3,1
43337.5744838,3,1
42723.3462335,3,G
42603.1697967,3,1
42613.4829055,3,1
42608.2029216,3,G
42601.4408502,3,G
42611.8213762,3,1
42727.8743505,3,1
42864.7748182,3,1
42680.3702308,3,1
42603.9062119,3,G
42618.9811378,3,1
42606.0119089,3,G
42697.2715393,3,G
42633.2302653,3,1
42752.0378072,3,1
42633.7503258,3,1
42600.0173452,3,G
42615.3578336,3,1
42731.7673272,3,G
42716.6219897,3,G
42616.9880699,3,1
42604.7597774,3,G
42601.1744267,3,1
42603.7398336,3,G
42602.8144053,3,G
42622.322983,3,G
42602.557046,3,G
42602.7069885,3,1
42603.6145411,3,1
42609.8772259,3,1
35772.5060251,G,9
35786.6792423,G,9
35829.3888258,G,9
35942.8469287,1,9
35710.913798,1,9
35949.7539353,1,9
35446.4866493,1,9
35805.0165515,G,9
35749.0321012,G,9
35934.5975192,1,9
35736.8608004,1,9
35947.396884,G,9
35715.1609664,G,9
35725.1801233,G,9
35617.957798,G,9
35744.7389111,1,9
35765.9457187,G,9
35765.4830909,1,9
35666.6184364,G,9
35726.560074,1,9
35790.3128895,1,9
35663.7028557,G,9
35912.3375565,G,9
35961.8387109,1,9
35818.0622474,1,9
35629.133833,1,9
35715.1976882,G,9
35783.3800427,G,9
35400.4368033,G,9
35917.1652292,1,9
35724.2659593,1,9
35776.7310594,G,9
35929.2410066,G,9
35615.9125936,G,9
35966.382066,1,9
35945.6596438,G,9
35836.2531319,1,9
35604.1941021,G,9
35593.3148392,1,9
35677.874737,1,9
35894.2876605,1,9
35729.049685,G,9
35943.2274965,G,9
35581.7236392,G,9
35876.1286601,G,9
35725.9737596,1,9
35865.0966533,1,9
35798.8731923,G,9
35613.331338,1,9
35738.020531,G,9
35842.1183512,G,9
35558.8682762,G,9
35847.3548265,G,9
35940.8006756,1,9
35454.9549125,1,9
42660.8261226,9,1
42606.4650734,9,1
42625.7316799,9,G
42632.0691487,9,G
42622.0332083,9,G
42601.1589803,9,G
42621.7063784,9,1
42638.7897855,9,1
42725.3958613,9,G
42629.2343376,9,G
42617.0276905,9,1
42622.6698757,9,G
42601.845287,9,1
42600.0011169,9,G
42602.4550387,9,1
42604.8603252,9,1
42713.7764015,9,G
42611.4563375,9,G
42650.0826509,9,G
42639.0857355,9,G
42784.4638944,9,G
42635.0060575,9,G
42615.6585135,9,1
42865.675792,9,1
42673.5587084,9,1
42862.1662077,9,1
42618.3829021,9,G
42600.0035366,9,G
42652.3973476,9,1
42666.4163996,9,1
42669.5018802,9,1
42888.806685,9,1
42606.5949104,9,1
42601.0273616,9,1
42604.28922,9,G
42618.1927784,9,G
42693.9226763,9,G
42783.0453058,9,1
42728.1309374,9,G
42700.0465371,9,1
42615.473383,9,G
42623.0911259,9,1
42660.2582251,9,G
42604.3524879,9,1
42603.6857187,9,G
42603.3916197,9,G
42614.8031298,9,G
42668.639805,9,1
42693.5425512,9,1
42605.7698683,9,1
42659.8364654,9,G
42607.1550885,9,1
42600.0119041,9,1
42697.0716248,9,G
42613.8499034,9,1
35332.3197088,G,9
35680.2153728,1,9
35912.6057232,G,9
35526.5949804,1,9
35819.8889811,G,9
35659.755575,1,9
35352.6144839,1,9
35705.1927951,1,9
35975.1941443,1,9
35919.3858129,1,9
35838.0994109,G,9
35886.3701881,G,9
35821.3975019,1,9
34952.2872705,1,9
35967.2334854,G,9
35824.2944283,G,9
35753.445124,G,9
35811.4606045,1,9
35963.109953,G,9
35882.5697323,G,9
35864.8189687,G,9
35904.7325485,1,9
35764.7300938,1,9
35925.3836918,1,9
35844.7865358,G,9
35932.2933058,G,9
35590.0347134,G,9
35965.2591369,1,9
35862.4539003,G,9
35538.1307791,G,9
35595.9940351,G,9
35867.7419472,G,9
35704.0152158,G,9
35907.2099276,G,9
35891.6885782,1,9
35524.0520647,G,9
35738.2890119,G,9
35741.0512711,G,9
35753.3529788,G,9
35685.9421535,G,9
35680.2262579,1,9
35998.5634192,1,9
35717.5062062,G,9
35586.0034156,1,9
35720.6654365,G,9
35932.0851764,1,9
35957.9299282,G,9
35727.3112065,1,9
35787.3708199,G,9
35547.2612092,1,9
35739.1085663,G,9
35628.0724058,1,9
35932.4902476,G,9
35980.8135378,1,9
35588.4324622,G,9
42601.2703017,9,1
42646.06516,9,G
42630.908897,9,G
42672.2930838,9,G
42603.5487225,9,1
42600.2702552,9,G
42615.2060737,9,1
42975.4039484,9,1
42832.7961279,9,G
42859.5366171,9,1
42600.0059079,9,G
42604.6764291,9,1
42612.9912182,9,1
42775.5080623,9,1
42671.9430109,9,1
42664.4310382,9,1
42600.0401627,9,G
42612.9742544,9,G
42600.9575039,9,1
42607.6421286,9,1
42611.3490829,9,G
42717.7110447,9,1
42731.2930044,9,1
42627.279918,9,1
42645.2239289,9,G
42849.6016295,9,1
42619.6573595,9,1
42742.2500642,9,G
42631.4913157,9,G
42608.2589415,9,1
42649.1399039,9,1
42700.308492,9,G
43060.7859375,9,1
42600.2798663,9,G
42607.25428,9,G
42749.7711456,9,1
42625.9880642,9,G
42654.7823243,9,G
42600.5986968,9,1
42671.5764126,9,G
42626.3833526,9,1
42600.0001061,9,G
42663.8488829,9,1
42603.4694024,9,G
42622.5707765,9,G
42601.6711036,9,G
42786.691462,9,1
42602.0120653,9,G
42628.0522716,9,G
42601.9020669,9,G
42938.5761396,9,1
42667.523859,9,1
42668.7508948,9,G
42650.3589127,9,1
42633.6401136,9,1
53949.3378649,G,3
53752.5350513,G,3
53869.9991139,G,3
53896.870229,G,3
53279.8708979,1,3
53921.2874475,G,3
53781.9675079,1,3
53957.2019157,1,3
53209.3879456,G,3
53751.1396949,G,3
53846.4447046,G,3
58648.3200009,3,1
58638.1737098,3,G
58582.9944977,3,G
58528.2265217,3,G
58500.191512,3,1
58508.2871585,3,G
58532.7255986,3,1
58566.9651884,3,G
58561.7219939,3,G
58739.8955981,3,1
58714.3581359,3,1
58898.3739966,1,3
62764.5532655,3,1
42862.9705678,G,3
43129.496036,1,3
43085.8671295,G,3
43049.0051289,1,3
43020.9705432,G,3
42967.8264596,1,3
43087.0399307,1,3
43017.1892874,G,3
42901.1978817,1,3
42881.6371542,G,3
42839.2759792,1,3
42706.7056449,1,3
42860.4529949,G,3
43105.3720205,G,3
42683.1497969,G,3
42975.1294937,G,3
42845.0558166,1,3
43093.799295,1,3
43144.2086119,G,3
42998.4844115,1,3
43107.0994604,G,3
42980.2864068,G,3
43143.2349373,G,3
43095.235167,G,3
43153.0557058,G,3
42990.0583505,1,3
42760.4658263,G,3
43035.8573728,1,3
42788.5440865,G,3
43169.2482713,G,3
46227.2761541,3,G
46243.6245102,3,G
46284.9826999,3,G
46215.4709319,3,G
46458.9432504,3,1
46213.075674,3,1
46200.153793,3,G
46315.6925157,3,1
46236.3567114,3,1
46203.3574232,3,G
46224.2760686,3,1
46200.0685054,3,G
46203.6912415,3,1
46200.1785258,3,G
46286.058453,3,1
46200.2561088,3,1
46200.0001435,3,G
46448.7197781,3,G
46204.2190663,3,G
46200.1623971,3,1
46264.2858,3,1
46240.9385634,3,1
46264.6236409,3,1
46202.0387408,3,1
46209.4999607,3,G
46226.3523111,3,G
46205.164327,3,G
46223.5607235,3,1
46201.3217834,3,G
46237.4495207,3,G
39554.7773458,1,3
39433.234651,G,3
39553.5500431,G,3
39479.8990016,1,3
39194.7342924,1,3
39429.3173206,1,3
39533.2881795,G,3
39292.4813573,1,3
39415.6332722,1,3
39345.1369623,1,3
39203.4462608,G,3
39433.0880708,G,3
39232.9511984,G,3
39469.6719166,1,3
39149.9895862,G,3
39202.0759399,G,3
39354.4473204,G,3
39247.7112847,G,3
39534.9623744,G,3
39287.7433187,G,3
39435.0816404,G,3
39350.1836358,1,3
38890.9679519,G,3
39185.7637202,1,3
38965.0386201,1,3
39370.3577437,1,3
38977.9023096,1,3
39222.7388423,G,3
39335.9992793,G,3
39060.4900046,G,3
39393.628002,G,3
39435.9265437,1,3
39148.0569845,G,3
39502.2993116,1,3
38997.3686465,G,3
39169.3268922,G,3
39430.3558445,G,3
39313.4776446,1,3
39411.8237607,G,3
39529.5689818,G,3
39194.1331204,1,3
39350.1133212,1,3
39308.2209624,G,3
39414.5655112,1,3
39411.7557922,G,3
39213.2201218,G,3
39505.1368143,G,3
39170.8397737,1,3
39364.7862092,1,3
39350.2687011,1,3
39136.2492402,1,3
39217.5207296,1,3
39433.8151693,G,3
38932.7910774,G,3
39461.3376711,G,3
39341.1547723,1,3
39445.6738745,G,3
39102.5159384,G,3
39470.8870295,G,3
39560.6324405,G,3
39362.7195457,1,3
42606.8686051,3,G
42629.1173912,3,1
42652.674668,3,G
42675.8739357,3,1
42605.5472717,3,G
42637.0800922,3,1
42628.0366985,3,G
