arrival_time,origin,destination
30098.4770239,1,3
30440.3634176,G,3
30560.712104,G,3
30189.0568846,G,3
30296.8339426,G,3
30343.8739885,G,3
30391.884428,1,3
30249.119547,G,3
30127.8120038,G,3
30411.8679518,G,3
30141.6713518,1,3
30444.22733,G,3
30372.7645047,G,3
30397.3749363,G,3
30580.8809831,G,3
30505.881627,G,3
30401.807268,G,3
35620.5273336,3,G
35153.8401514,3,G
35199.4972938,3,G
35131.1914338,3,1
35143.4807867,3,G
35209.3785707,3,G
35143.6178937,3,1
35120.4783181,3,1
35102.6314646,3,1
35112.5337675,3,G
35161.8446194,3,1
35234.1290329,3,1
35149.5091732,3,G
35625.9098639,3,G
35174.1583299,3,1
35139.2330015,3,1
35229.5716113,3,1
35100.5486807,3,1
35133.9910018,3,G
35154.5912591,3,G
35211.3339946,3,1
35108.4166407,3,1
35102.0582364,3,G
35198.382273,3,G
35149.9381419,3,1
35114.5113797,3,1
35156.8771672,3,G
35242.9925149,3,G
35190.6000022,3,G
35177.9791942,3,G
35293.3256685,3,G
35133.8949745,3,1
35265.9973854,3,1
35156.8002932,3,G
35171.7930542,3,G
35150.5138965,3,G
35119.7179928,3,1
35105.1892977,3,1
35108.860094,3,1
35100.3868281,3,G
35135.3773559,3,G
35109.4797483,3,1
35253.5237045,3,G
35142.6847846,3,G
35100.2947097,3,G
66354.7826052,1,B
66471.9965182,1,B
66442.8956304,G,B
66356.2489916,1,B
66355.1149176,1,B
66519.1781842,1,B
66076.4327374,1,B
66050.1623617,1,B
66108.7690086,G,B
66395.3466869,G,B
66461.2474978,G,B
66461.719327,G,B
66571.0785191,G,B
65944.6266554,G,B
66017.1758757,1,B
65973.9990418,1,B
66395.4936318,G,B
66551.9381071,G,B
66254.4375448,1,B
66386.1070392,1,B
66367.0826729,G,B
66514.7757584,1,B
66493.7035481,1,B
75655.8347969,B,G
75716.8228924,B,1
75618.6925294,B,G
75655.8305943,B,1
75615.109714,B,1
75602.348638,B,1
75638.562617,B,1
75684.3210311,B,G
75638.2744453,B,G
75601.4515309,B,G
75602.4752696,B,1
75683.7546325,B,1
75648.1589465,B,1
75902.5789626,B,1
75600.4706123,B,1
75672.2276703,B,G
75600.7369808,B,G
75746.6699948,B,G
75603.8138492,B,1
75682.7025499,B,1
75627.7574377,B,G
75623.0814583,B,1
75608.8555244,B,G
43109.9789227,1,3
43181.2098118,G,3
43022.7634309,G,3
42480.7642279,1,3
42877.2149777,1,3
43070.0955103,G,3
43089.7088884,G,3
43115.5750427,1,3
43164.6654493,G,3
43051.4695895,G,3
42940.9718761,G,3
43047.0590029,G,3
42984.991694,G,3
42812.8979173,1,3
43024.8183456,G,3
43038.7222032,1,3
43039.5992075,1,3
43067.3099615,1,3
42901.6933625,1,3
42916.3464589,G,3
43017.653053,G,3
43057.0655941,G,3
47709.6087712,3,G
47700.4081636,3,1
47771.0858538,3,G
47710.6777933,3,G
47700.0939452,3,G
47833.6704797,3,G
47834.4639739,3,G
47977.9416144,3,G
47721.283904,3,G
47700.0020657,3,G
47705.4840668,3,G
47798.2637452,3,1
47703.9243972,3,G
47850.5263324,3,G
48053.0835072,3,G
47723.0660493,3,G
47700.299844,3,1
47763.0701012,3,1
48003.7742538,3,1
47702.8759726,3,G
47814.0774765,3,G
47805.0221979,3,1
55389.8559983,1,3
55649.9708049,G,3
55432.49623,G,3
55646.9519281,1,3
55751.5088411,1,3
55420.9306556,G,3
55469.2659098,G,3
55706.8988618,1,3
55407.6109221,1,3
55618.8936384,G,3
55414.5064101,1,3
55460.9669602,1,3
55669.7426792,G,3
55450.433155,1,3
55363.6228955,1,3
55729.7030296,G,3
55394.1642803,G,3
55648.8602119,G,3
55053.2857095,1,3
55680.9387234,1,3
55706.3842145,G,3
55689.3256727,1,3
55535.4683556,G,3
55667.5099446,G,3
55555.5332915,G,3
55648.6601282,G,3
55179.6392339,G,3
55661.9881761,1,3
55335.9916038,G,3
55621.9295946,G,3
55671.4192385,G,3
55704.2037512,1,3
55731.5640733,G,3
55664.9668743,G,3
55726.4618001,1,3
55606.0038054,G,3
55652.0102884,G,3
55369.7894016,G,3
55506.025827,G,3
55596.9669947,G,3
55638.1157972,G,3
55542.110855,G,3
60337.2561199,3,G
60488.3675132,3,G
60335.1987738,3,G
60544.3782415,3,G
60337.7292642,3,G
60410.9430428,3,G
60300.2187999,3,G
60372.0276698,3,G
60300.2094197,3,G
60317.0911157,3,G
60304.1342191,3,G
60376.8963008,3,G
60300.2324958,3,G
60302.3979183,3,1
60301.4289546,3,1
60329.2359865,3,1
60300.0461978,3,G
60301.8652598,3,1
60328.7846569,3,G
60422.7022615,3,G
60318.5158376,3,G
60367.8766107,3,G
60517.9168008,3,1
60312.1816573,3,1
60350.07231,3,G
60352.4922685,3,G
60305.3543629,3,G
60340.5458703,3,1
60305.022607,3,G
60338.1591785,3,G
60300.0763851,3,G
60301.0789263,3,1
60329.4386514,3,1
60405.1934699,3,G
60300.0578124,3,1
60319.7434059,3,G
60429.0383021,3,1
60331.9738659,3,1
60368.308045,3,G
60335.310023,3,1
60384.5947626,3,G
60513.4108849,3,G
43045.0987878,1,2
43037.6712578,G,2
43079.3300934,1,2
43031.4636999,1,2
42824.5238851,G,2
43050.0891051,G,2
42926.7115,1,2
42996.8883694,G,2
42708.6852864,1,2
42998.9462387,G,2
42806.2878116,1,2
42745.0734579,G,2
43101.3116495,G,2
43042.4096098,1,2
43043.1481074,1,2
43035.986883,G,2
42998.2577654,G,2
43161.8474535,G,2
43087.2282633,G,2
43020.1164572,1,2
42943.0060168,G,2
43105.8473606,1,2
42940.7148495,G,2
42882.9730796,1,2
43058.9682428,G,2
43153.8812656,G,2
42917.7293039,1,2
42877.5602836,1,2
43065.1200788,1,2
42966.2596927,1,2
43137.175391,1,2
43028.6745758,G,2
42626.5492951,G,2
43052.239777,G,2
42931.7627846,1,2
42833.2774883,G,2
42330.3350267,1,2
42991.6337572,1,2
43053.9553004,G,2
43147.7456098,G,2
43041.8306888,1,2
42861.3241516,G,2
42826.3466147,G,2
42622.938778,G,2
43061.920566,G,2
46204.6791109,2,G
46231.3035839,2,G
46211.8199488,2,G
46298.1673337,2,1
46386.1670408,2,1
46210.3222823,2,1
46204.0127967,2,1
46261.0372983,2,1
46209.099428,2,G
46234.4861365,2,G
46222.099307,2,G
46202.2235581,2,1
46209.5769345,2,G
46201.5827977,2,G
46206.0264119,2,G
46374.1137288,2,G
46249.3530685,2,G
46208.3592197,2,G
46236.7570041,2,1
46254.9829851,2,G
46227.2635804,2,G
46208.396007,2,G
46455.2833951,2,1
46763.9336522,2,G
46274.2201238,2,G
46315.8750629,2,1
46276.8339603,2,1
46290.0229573,2,1
46200.3912929,2,1
46233.6642137,2,G
46204.7963558,2,G
46337.0751248,2,G
46245.7297328,2,G
46201.8953788,2,G
46220.1844695,2,G
46331.7940237,2,1
46255.4548773,2,G
46210.4763492,2,G
46202.0084417,2,1
46260.2897434,2,G
46264.1929802,2,G
46216.3523462,2,1
46200.2987275,2,1
46234.7169961,2,1
46209.6981209,2,G
37715.6127635,G,3
37426.7166392,G,3
37774.864536,1,3
37623.8477288,1,3
37419.546423,G,3
36984.1156484,G,3
37580.6020693,1,3
37695.2039332,G,3
37772.2086487,G,3
37432.8056008,1,3
37673.4544289,1,3
37666.742917,G,3
37302.3742849,1,3
37378.7993373,G,3
37747.7766019,G,3
37671.2563162,1,3
37616.7635636,1,3
37712.1850481,G,3
37515.0937311,G,3
37632.47485,1,3
37712.4206323,1,3
37304.5495479,1,3
37309.2498406,G,3
42353.7570979,3,G
42300.2015566,3,G
42318.2155367,3,G
42300.0116213,3,1
42384.147423,3,G
42466.4606329,3,G
42346.5469995,3,1
42302.1951986,3,G
42346.9959047,3,1
42302.723658,3,G
42334.6087192,3,G
42308.353802,3,G
42508.392088,3,1
42389.8419995,3,1
42378.8326744,3,G
42300.9754867,3,1
42330.1139953,3,G
42306.5285099,3,G
42310.4201506,3,G
42332.2068675,3,G
42364.3740358,3,G
42674.6936106,3,G
42560.3036114,3,1
53844.3016846,G,3
53503.0607109,1,3
58500.5452651,3,G
58572.7546816,3,G
64692.1423897,G,3
64437.1271823,1,3
64698.3372562,1,3
64667.071818,G,3
64765.2419939,G,3
64645.1374078,G,3
64446.8988013,G,3
64434.9295619,G,3
64598.8374877,G,3
64483.5351796,G,3
64730.6709765,G,3
64658.8731797,1,3
64616.0782852,G,3
64760.1205448,G,3
64719.9872936,1,3
64697.4685618,G,3
75627.3974467,3,1
75615.5869942,3,1
75750.1792366,3,1
75614.6872844,3,1
75617.207851,3,G
75708.0373008,3,1
75607.7343424,3,1
75707.5291882,3,G
75630.1179837,3,G
75611.2781177,3,1
75601.5645788,3,1
75600.1708946,3,G
75684.1602749,3,G
75600.9320517,3,1
75612.5374631,3,1
75739.7686772,3,1
43133.0291669,1,3
43070.9662667,1,3
43096.9105445,1,3
43131.6185372,1,3
43066.1077371,1,3
43007.2264923,G,3
43005.8750336,1,3
42918.7221938,G,3
42765.5774756,G,3
43033.390446,G,3
43118.0098143,G,3
43068.1458522,1,3
43043.4590928,1,3
47707.0354588,3,1
47759.9722829,3,1
47725.1856826,3,G
47717.0688938,3,G
47702.2660464,3,G
47700.0034491,3,G
47914.9507905,3,G
47727.6651539,3,G
47712.9402446,3,G
47727.5475114,3,G
47713.946411,3,1
47703.4868237,3,G
47716.2347039,3,G
43014.9697549,1,3
42970.7921001,G,3
43021.6370858,1,3
42949.4208227,1,3
47743.5012407,3,G
47721.48484,3,G
47856.6956354,3,1
47718.1455185,3,G
28680.8613252,G,9
28578.8390713,1,9
28648.0941546,1,9
28242.3342347,1,9
28604.2453119,1,9
28573.6179909,G,9
28295.1750726,1,9
28664.7748372,G,9
28669.1769343,G,9
28230.0984547,G,9
28363.7010761,1,9
28624.4924125,G,9
28666.8754855,G,9
28511.7252946,G,9
28650.7711294,G,9
28771.953296,G,9
28453.5482745,G,9
28676.2058054,1,9
28391.6905268,1,9
28108.8778655,1,9
28468.9850434,1,9
28578.2575968,G,9
28654.6396392,G,9
28725.3026792,G,9
28218.7271092,G,9
28715.5919518,G,9
28549.9183046,G,9
28671.9421331,1,9
28596.4015411,G,9
28766.001297,G,9
28540.571693,1,9
28769.6086946,1,9
28653.8743508,G,9
28708.0375775,1,9
28489.5926429,G,9
28393.5342071,G,9
28597.1448912,1,9
28598.8077482,G,9
28726.8407805,1,9
28591.198978,G,9
28112.09546,1,9
28653.5964858,1,9
28773.376435,G,9
28483.1368627,1,9
28372.0338613,1,9
28636.8552138,G,9
28541.0725639,G,9
28620.8963758,G,9
28603.1175636,1,9
28501.7991858,G,9
28690.1222906,G,9
28037.3449801,G,9
28600.391737,1,9
28748.0151888,1,9
28483.5980122,G,9
28475.1497641,1,9
28465.8829037,G,9
28618.2107993,G,9
28447.4084961,1,9
28709.2535979,1,9
28322.9295989,G,9
28544.3967958,G,9
28465.6723677,1,9
35403.4623101,9,1
35512.2867036,9,G
35400.0101345,9,1
35527.567092,9,G
35403.7510749,9,G
35425.9570125,9,1
35401.6702977,9,G
35475.55091,9,G
35403.3445801,9,1
35663.3179192,9,1
35471.6848061,9,G
35459.4272739,9,G
35440.0428217,9,G
35402.0097391,9,1
35400.4883304,9,1
35401.4110467,9,1
35418.7589053,9,1
35446.8778943,9,1
35402.7420592,9,G
35413.0527672,9,G
35519.5431323,9,G
35402.2828353,9,G
35597.281373,9,G
35405.7665713,9,1
35501.616182,9,1
35413.8367099,9,G
35403.5388554,9,G
35400.1099407,9,G
35429.7614182,9,G
35534.0740428,9,G
35400.0412281,9,G
35409.0024675,9,G
35400.4416356,9,G
35475.0614478,9,G
35434.9181041,9,G
35412.1412919,9,G
35400.0801106,9,G
35438.86273,9,1
35401.8216896,9,1
35408.2081233,9,1
35566.856394,9,G
35522.8251377,9,1
35442.3995982,9,1
35401.3149742,9,1
35436.4367365,9,1
35416.0119908,9,G
35545.9749779,9,1
35430.2615889,9,G
35600.9941136,9,G
35414.7465472,9,1
35434.1965376,9,1
35400.0189429,9,1
35543.8684721,9,G
35402.6958846,9,G
35457.2061498,9,1
35401.6047168,9,1
35415.5273835,9,1
35445.1620133,9,G
35562.3310992,9,G
35403.0822293,9,G
35584.867051,9,G
35412.330053,9,1
35492.6511792,9,1
28596.9524211,G,9
28634.7649928,1,9
28671.9578281,G,9
28631.3671687,G,9
28608.886896,G,9
28502.9781894,G,9
28684.4270492,1,9
28700.550885,G,9
28606.3241876,G,9
28187.9377232,1,9
28434.7771694,G,9
28355.7717397,G,9
28563.8198083,G,9
28571.8217953,G,9
28471.6046983,G,9
28328.382962,1,9
28436.1944872,G,9
28436.2808963,1,9
27583.3442288,G,9
28504.6116289,G,9
28556.514001,G,9
28683.0087321,1,9
28490.1975444,1,9
28631.9514803,G,9
28797.4358947,G,9
28655.7697743,1,9
28688.4972231,1,9
28440.4515813,G,9
28470.0797148,G,9
28550.6907029,1,9
28575.6758236,G,9
28672.0376069,G,9
28700.981975,1,9
28307.8243962,G,9
28373.1060895,G,9
28585.1202287,G,9
28501.8456336,1,9
28719.3566774,G,9
28725.5069802,1,9
28367.1993725,G,9
28591.0602663,1,9
28640.1623422,G,9
28378.357316,G,9
28672.7826252,G,9
28200.7312302,G,9
28648.2631269,G,9
28759.6656385,G,9
28529.1072351,1,9
28716.6281193,1,9
28725.6494543,1,9
28605.0332336,G,9
28604.1938183,G,9
28745.0880379,G,9
28615.9281079,1,9
28743.0372202,G,9
28656.4862371,G,9
28663.6009677,1,9
28599.1166871,1,9
28608.9498992,G,9
28659.9819199,1,9
28764.4491259,1,9
28701.6494943,G,9
28154.5718478,G,9
35473.9098526,9,1
35452.0483451,9,G
35400.1112888,9,G
35449.0263133,9,G
35402.8501701,9,1
35401.4153767,9,G
35406.4885787,9,1
35424.8562128,9,G
35408.8896577,9,G
35401.4425163,9,G
35472.2296694,9,G
35400.6058502,9,G
35403.6855265,9,1
35406.7685056,9,G
35413.615783,9,G
35479.5804092,9,G
35403.5109318,9,G
35405.0788491,9,G
35401.4703347,9,G
35443.2556029,9,G
35558.6913268,9,1
35429.7905704,9,G
35401.7262691,9,1
35428.9734305,9,G
35419.8446607,9,G
35699.4434651,9,1
35590.7722898,9,G
35401.3268476,9,1
35403.3859211,9,G
35526.463368,9,G
35488.1624772,9,G
35515.9474604,9,G
35400.2952138,9,G
35481.9068419,9,1
35444.8368196,9,1
35404.6490747,9,G
35444.441048,9,G
35420.140123,9,G
35400.6790467,9,G
35424.3660416,9,1
35403.2533242,9,G
35736.5920552,9,G
35471.5644678,9,1
35597.2767344,9,1
35471.5372131,9,1
35401.3504676,9,1
35446.8982979,9,G
35555.8873493,9,G
35441.7195256,9,G
35405.914901,9,G
35457.0304762,9,G
35400.893274,9,1
35440.6932374,9,G
35692.5093864,9,G
35490.2928243,9,1
35420.8521056,9,G
35413.9612362,9,G
35463.6037292,9,G
35406.3776258,9,G
35417.2035396,9,G
35415.9118464,9,1
35405.7758093,9,1
35496.205891,9,G
28593.1861351,G,3
28485.8276613,G,3
28686.0263039,1,3
28750.7048544,1,3
28716.8819273,G,3
28720.3589533,1,3
28629.1351508,G,3
28698.6170372,G,3
28560.9109509,G,3
28583.9515244,1,3
28494.2065855,G,3
28552.0814925,G,3
28543.1050404,G,3
28478.2691906,G,3
28548.7247626,G,3
28480.9983727,1,3
28732.4235247,1,3
28662.860428,G,3
28499.7148286,1,3
28768.7335596,G,3
28505.678419,G,3
28660.5166497,G,3
28071.6390628,G,3
28638.224671,1,3
28598.3028806,G,3
28659.6651669,1,3
28770.1668435,1,3
28757.8025183,G,3
28714.2457055,1,3
28750.0500401,1,3
28728.3589554,1,3
28709.9402231,1,3
28676.7721828,1,3
28609.601034,G,3
28270.2230593,G,3
28339.1361811,G,3
28696.6361603,1,3
28555.9130708,G,3
28447.7249368,1,3
28278.7912365,G,3
28750.1320899,G,3
28773.6102848,1,3
28374.7632053,1,3
28525.9125284,1,3
28673.1855632,1,3
28783.7778278,G,3
28740.4299967,G,3
28652.1175323,G,3
28412.0022254,G,3
28699.835955,G,3
28488.4063185,1,3
28294.3872238,G,3
28656.0939495,1,3
28396.2007655,G,3
28708.0651856,1,3
28684.660395,G,3
28693.7338307,1,3
28304.9223265,1,3
28568.4518762,1,3
28683.281976,1,3
28629.8354074,G,3
35400.66947,3,G
35417.3239608,3,1
35410.7362789,3,1
35486.8091707,3,G
35478.2082099,3,1
35401.7528886,3,G
35468.8293301,3,G
35404.4856554,3,G
35424.2830889,3,G
35410.7804481,3,G
35566.9295146,3,G
35403.9090112,3,G
35426.0754143,3,1
35646.9871104,3,1
35482.1548814,3,G
35607.7235218,3,G
35648.6616358,3,1
35412.5335253,3,G
35415.3250933,3,1
35654.0346853,3,G
35412.0920491,3,1
35423.4926164,3,G
35407.5931518,3,1
35464.4541693,3,G
35404.1457954,3,G
35414.1123497,3,1
35432.4040685,3,G
35498.4942884,3,1
36105.9412987,3,1
35408.2831627,3,G
35553.257864,3,G
35410.4572591,3,G
35438.8814248,3,1
35685.5668562,3,G
35411.7690202,3,G
35628.4407729,3,G
35405.4404529,3,G
35409.8704121,3,G
35421.2784694,3,G
35427.2525937,3,1
35526.3702921,3,1
35400.4153087,3,G
35464.3472661,3,G
35420.3205853,3,G
35439.9465051,3,G
35405.7873927,3,G
35841.8899345,3,1
35692.8193272,3,G
35406.0719091,3,1
35430.4615753,3,G
35441.4669499,3,G
35445.419526,3,G
35466.5749886,3,1
35403.2148598,3,G
35541.0628373,3,1
35450.1288248,3,G
35414.7870796,3,G
35545.6418685,3,1
35434.4094488,3,1
35702.2277027,3,G
35404.6578826,3,1
50274.5157733,G,9
50097.0655799,G,9
49890.7006173,G,9
50208.0652001,G,9
50333.4360239,1,9
50325.5319789,1,9
50144.4157115,G,9
50315.1786548,G,9
49898.6166176,1,9
50061.7729148,G,9
50018.1715069,1,9
50364.9923523,1,9
50286.7820345,1,9
50161.4551012,G,9
50282.0050597,1,9
50376.9142209,1,9
50373.7420772,G,9
50064.2582789,G,9
50365.0863083,G,9
50149.060273,G,9
50250.4336447,1,9
50282.0228359,G,9
50146.7215279,1,9
49841.2566475,G,9
50078.01204,1,9
49972.6671427,G,9
49970.9030523,G,9
50252.6481527,1,9
49429.4370993,G,9
50154.2166056,G,9
50240.7543226,G,9
49840.3903982,1,9
50219.4419066,G,9
50314.4930764,G,9
50209.7275761,G,9
50116.1196393,G,9
50313.4651525,G,9
49942.3963317,1,9
50208.4419688,G,9
50369.0289924,1,9
50361.1417505,G,9
50358.0957862,G,9
50293.777558,1,9
50222.6643411,G,9
50243.1944557,1,9
50251.9666559,G,9
50089.919883,G,9
49979.9878136,G,9
50278.0176463,G,9
50244.389928,G,9
49688.8417881,1,9
50030.3394951,1,9
50380.0411947,1,9
50212.2851239,G,9
50001.3531126,G,9
50184.6662364,G,9
50029.8577459,G,9
50182.8592135,G,9
49867.4610315,G,9
50246.4463736,G,9
50039.2447599,G,9
50284.4923623,1,9
50235.4627317,1,9
50342.8861396,1,9
50308.2385163,G,9
53406.2185348,9,1
53427.669297,9,G
53400.0478482,9,1
53485.1978516,9,G
53494.0853557,9,G
53603.890132,9,1
53400.0015644,9,1
53400.6605498,9,1
53400.2637491,9,G
53400.8570075,9,1
53403.4653594,9,G
53634.793371,9,G
53401.2450637,9,1
53479.8965733,9,G
53408.2946909,9,G
53400.0317882,9,G
53440.1948566,9,G
53422.854556,9,G
53450.1343045,9,1
53405.1548024,9,G
53416.2579792,9,1
53461.1254341,9,1
53402.2883051,9,G
53543.4266903,9,G
53496.7893586,9,1
53400.8499627,9,G
53420.925698,9,1
53400.0247628,9,1
53401.0861257,9,G
53444.9698515,9,1
53902.2784088,9,1
53418.761279,9,G
53488.545721,9,G
53402.8005593,9,G
53438.749583,9,G
53565.1018282,9,1
53400.0373283,9,G
53465.9734422,9,G
53597.9532184,9,G
53515.8386156,9,G
53612.3533869,9,1
53554.7371509,9,1
53403.1990668,9,G
53464.4113701,9,1
53446.8362113,9,1
53500.5948533,9,G
53772.9573397,9,G
53400.9985859,9,G
53408.2311421,9,G
53400.0072157,9,G
53412.532582,9,G
53552.4095411,9,G
53565.1638328,9,1
53546.1255652,9,1
53415.8355034,9,1
53411.4223925,9,G
53558.5704726,9,1
53412.8266831,9,1
53441.6297107,9,G
53527.6384096,9,G
53401.9487956,9,1
53664.400856,9,1
53499.4246293,9,1
53543.4665284,9,G
53539.4642299,9,G
49895.2977113,G,9
49890.6402911,G,9
50348.2023496,G,9
50022.5491041,1,9
50244.4632525,G,9
50100.9492291,1,9
49828.6896108,G,9
50161.6606743,G,9
50227.1543585,G,9
50317.8511293,G,9
50350.8241945,G,9
50298.1198619,1,9
50137.148546,G,9
50130.0856037,1,9
50370.3616133,G,9
50297.265695,G,9
50010.2373209,G,9
50276.2172244,1,9
50190.5256181,G,9
50089.1739482,G,9
49961.6277025,G,9
50060.4580907,G,9
49838.687168,G,9
50127.5939746,G,9
50034.2759889,G,9
50239.9162727,1,9
50248.5521479,G,9
50366.2492644,G,9
49989.5823478,G,9
50386.8892552,1,9
50046.7166041,G,9
50325.7361104,G,9
49777.9383912,1,9
49950.9743867,G,9
50299.697891,1,9
50174.7940749,1,9
50078.2682341,1,9
49806.6960578,G,9
50130.1883374,G,9
50142.5234133,1,9
50315.3508049,G,9
49943.3798895,1,9
50382.4481765,1,9
50163.4686672,G,9
50081.8165222,1,9
49955.8958722,G,9
50151.9184556,1,9
49718.5885222,G,9
49946.2239645,G,9
50286.3708643,G,9
50318.1045445,G,9
49870.3452027,1,9
50142.4940356,G,9
50073.9029208,G,9
50276.6515655,1,9
49939.8070618,G,9
50369.6508398,1,9
50236.9100149,1,9
50001.1931665,1,9
50077.2859039,1,9
50270.3861704,G,9
50259.3149609,G,9
50142.3952925,G,9
50174.2782709,G,9
50351.3764938,1,9
53400.1101376,9,1
53401.5931747,9,G
53442.7907777,9,1
53400.0228323,9,1
53400.2462183,9,G
53456.3095462,9,G
53404.4785463,9,G
53400.8643871,9,1
53407.3825972,9,1
53403.7101966,9,G
53577.2959892,9,G
53429.8931895,9,G
53402.9721832,9,G
53405.0115801,9,G
53438.5106357,9,G
53400.5245238,9,1
53439.0468836,9,G
53577.1814658,9,1
53532.4180802,9,G
53533.9990984,9,G
53551.9661933,9,1
53406.2918355,9,1
53418.5285143,9,G
53408.9716696,9,1
53402.0721009,9,1
53400.2754188,9,1
53409.6669231,9,G
53406.5709926,9,G
53505.315888,9,1
53456.8926376,9,1
53411.2214436,9,1
53402.4964314,9,G
53419.94406,9,G
53400.0588887,9,1
53647.4374478,9,G
53538.1626231,9,1
53402.9930525,9,G
53497.1830167,9,G
53432.7992576,9,G
53447.3165955,9,1
53549.9131048,9,G
53406.8446315,9,G
53451.523825,9,1
53403.498636,9,G
53404.3714649,9,1
53521.6142622,9,1
53533.0535609,9,1
53469.3345457,9,1
53436.6084052,9,G
53400.6188817,9,G
53419.7397159,9,1
53495.8186942,9,G
53407.275962,9,1
53419.9421768,9,G
53486.2915994,9,1
53400.1552883,9,1
53449.7529932,9,G
53467.4807732,9,G
53494.6223379,9,1
53451.9500938,9,1
53410.256691,9,1
53515.0841722,9,1
53400.0000245,9,G
53523.6397972,9,G
53400.547863,9,G
53591.4723248,G,9
53877.5217572,1,9
53711.6114158,G,9
53462.7962369,1,9
53794.5204497,1,9
53750.906278,G,9
53755.5593579,1,9
53865.2400133,G,9
53886.1801204,1,9
53635.8743929,G,9
53873.1216686,G,9
53814.1102407,G,9
53963.9525599,1,9
53541.8108504,1,9
53728.4354378,G,9
53917.4245376,G,9
53629.4740687,G,9
53856.6312541,G,9
53947.4427489,G,9
53794.4246244,G,9
53836.5133793,G,9
53888.4556182,1,9
53664.8747645,G,9
53850.3910595,G,9
53347.6810547,G,9
53302.4716962,1,9
53720.7082517,G,9
53469.4463857,G,9
53801.1768067,1,9
53401.3398501,G,9
53952.8394872,G,9
53923.777757,G,9
53836.7648862,1,9
53416.2281042,G,9
53640.1372809,1,9
53697.7476879,G,9
53887.4882643,G,9
53825.1715698,1,9
53738.3391227,1,9
53929.2120998,1,9
53751.8551118,1,9
53844.6605655,1,9
53715.8404899,1,9
53907.0251207,1,9
53861.2459603,G,9
53771.3245136,1,9
53644.769993,G,9
53956.0884145,1,9
53802.4525615,G,9
53838.5931292,1,9
53853.2198506,1,9
53719.5080271,1,9
53807.6212449,G,9
53779.80457,G,9
53770.1439627,G,9
53957.9089751,1,9
53662.1238353,1,9
57000.0210474,9,G
57013.1018238,9,1
57023.3438189,9,G
57000.9998232,9,G
57107.9887104,9,G
57001.5596972,9,1
57173.7443035,9,G
57068.1299372,9,G
57211.5644597,9,1
57005.0381309,9,1
57072.3442343,9,G
57099.5228267,9,G
57000.0253235,9,G
57014.048299,9,G
57012.5970285,9,G
57000.5980202,9,G
57057.2457605,9,1
57015.0419198,9,1
57112.0689859,9,1
57016.2216857,9,1
57000.1736526,9,G
57000.1068656,9,G
57286.2580508,9,G
57015.2146465,9,G
57011.1610631,9,G
57000.0192394,9,1
57014.1427535,9,1
57000.3759547,9,G
57003.2057633,9,1
57084.8795769,9,G
57003.1113081,9,G
57039.5890973,9,1
57001.5065541,9,1
57078.8358244,9,G
57060.0587129,9,1
